,comp_tokens,comp_ids,simp_tokens,simp_ids,edit_labels,new_edit_ids,comp_pos_tags,comp_pos_ids
1748,"['the', 'black', 'core', 'of', 'pencils', 'is', 'still', 'referred', 'to', 'as', '""', 'lead', '""', ',', 'even', 'though', 'it', 'never', 'contained', 'the', 'element', 'lead', '.']","[    6   340  1481     9 13860    14   250   472    13    18     1   531
     1     7   280   286    31   527  2292     6  1407   531     8]","['the', 'black', 'core', 'of', 'pencils', 'is', 'still', 'referred', 'to', 'as', 'lead', ',', 'even', 'though', 'it', 'never', 'contained', 'the', 'element', 'lead', '.']","[    6   340  1481     9 13860    14   250   472    13    18   531     7
   280   286    31   527  2292     6  1407   531     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'DEL', 'STOP']",[2 2 2 2 2 2 2 2 2 2 3 2 3 5],"[('the', 'DT'), ('black', 'JJ'), ('core', 'NN'), ('of', 'IN'), ('pencils', 'NNS'), ('is', 'VBZ'), ('still', 'RB'), ('referred', 'VBN'), ('to', 'TO'), ('as', 'IN'), ('""', 'JJ'), ('lead', 'NN'), ('""', 'NN'), (',', ','), ('even', 'RB'), ('though', 'IN'), ('it', 'PRP'), ('never', 'RB'), ('contained', 'VBD'), ('the', 'DT'), ('element', 'JJ'), ('lead', 'NN'), ('.', '.')]","[16, 13, 19, 40, 29, 15, 27, 8, 25, 40, 13, 19, 19, 9, 27, 40, 38, 27, 6, 16, 13, 19, 24]"
1749,"['this', 'is', 'a', 'list', 'of', 'german', 'presidents', 'since', '1919', 'by', 'longevity', '.']",[   41    14    12   733     9   188  5123   127  2348    21 19984     8],"['this', 'is', 'a', 'list', 'of', 'german', 'presidents', 'since', '1919', '.']",[  41   14   12  733    9  188 5123  127 2348    8],"['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'STOP']",[2 2 2 2 2 2 2 2 2 3 3 5],"[('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('list', 'NN'), ('of', 'IN'), ('german', 'JJ'), ('presidents', 'NNS'), ('since', 'IN'), ('1919', 'CD'), ('by', 'IN'), ('longevity', 'NN'), ('.', '.')]","[16, 15, 16, 19, 40, 13, 29, 40, 37, 40, 19, 24]"
1750,"['a', 'condiment', 'is', 'a', 'relish', ',', 'sauce', ',', 'or', 'seasoning', 'added', 'to', 'food', 'to', 'impart', 'a', 'particular', 'flavour', 'or', 'to', 'complement', 'the', 'dish', '.']","[   12 24566    14    12     1     7  4506     7    34     1   882    13
   564    13 24580    12   743     1    34    13  8509     6  4461     8]","['a', 'condiment', 'is', 'a', 'relish', 'sauce', 'or', 'seasoning', 'added', 'to', 'food', 'to', 'impart', 'a', 'flavour', 'or', 'to', 'complement', 'the', 'dish', '.']","[   12 24566    14    12     1  4506    34     1   882    13   564    13
 24580    12     1    34    13  8509     6  4461     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'STOP']",[2 2 2 2 2 3 2 3 2 2 2 2 2 2 2 2 3 5],"[('a', 'DT'), ('condiment', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('relish', 'JJ'), (',', ','), ('sauce', 'VB'), (',', ','), ('or', 'CC'), ('seasoning', 'VBG'), ('added', 'VBN'), ('to', 'TO'), ('food', 'NN'), ('to', 'TO'), ('impart', 'VB'), ('a', 'DT'), ('particular', 'JJ'), ('flavour', 'NN'), ('or', 'CC'), ('to', 'TO'), ('complement', 'VB'), ('the', 'DT'), ('dish', 'NN'), ('.', '.')]","[16, 19, 15, 16, 13, 9, 31, 9, 33, 5, 8, 25, 19, 25, 31, 16, 13, 19, 33, 25, 31, 16, 19, 24]"
1751,"['high', 'gusts', 'were', 'reported', 'throughout', 'texas', ',', 'with', 'a', 'maximum', 'gust', 'of', 'reported', 'on', 'the', 'coast', 'guard', 'cutter', 'buttonwood', '-lrb-', 'wlb-306', '-rrb-', 'stationed', 'at', 'the', 'northeastern', 'tip', 'of', 'galveston', 'island', '.']","[  177 10481    37   745   480  1121     7    22    12  1997 16854     9
   745    19     6   526  2319 22759     1     1     1     1  8130    29
     6  3837  3197     9 14280   252     8]","['high', 'gusts', 'were', 'seen', 'throughout', 'texas', ',', 'with', 'the', 'greatest', 'gust', 'reported', 'on', 'the', 'coast', 'guard', 'cutter', 'buttonwood', '-lrb-', 'wlb-306', '-rrb-', 'at', 'the', 'northeastern', 'tip', 'of', 'galveston', 'island', '.']","[  177 10481    37   561   480  1121     7    22     6  1229 16854   745
    19     6   526  2319 22759     1     1     1     1    29     6  3837
  3197     9 14280   252     8]","['KEEP', 'KEEP', 'KEEP', 'seen', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'the', 'greatest', 'DEL', 'DEL', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'STOP']","[   2    2    2  561    3    2    2    2    2    6 1229    3    3    2
    3    2    2    2    2    2    2    2    2    2    2    3    5]","[('high', 'JJ'), ('gusts', 'NNS'), ('were', 'VBD'), ('reported', 'VBN'), ('throughout', 'IN'), ('texas', 'NN'), (',', ','), ('with', 'IN'), ('a', 'DT'), ('maximum', 'JJ'), ('gust', 'NN'), ('of', 'IN'), ('reported', 'VBN'), ('on', 'IN'), ('the', 'DT'), ('coast', 'NN'), ('guard', 'NN'), ('cutter', 'NN'), ('buttonwood', 'NN'), ('-lrb-', 'NNP'), ('wlb-306', 'JJ'), ('-rrb-', 'NN'), ('stationed', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('northeastern', 'JJ'), ('tip', 'NN'), ('of', 'IN'), ('galveston', 'NN'), ('island', 'NN'), ('.', '.')]","[13, 29, 6, 8, 40, 19, 9, 40, 16, 13, 19, 40, 8, 40, 16, 19, 19, 19, 19, 30, 13, 19, 8, 40, 16, 13, 19, 40, 19, 19, 24]"
1752,"['in', 'geology', ',', 'when', 'an', 'igneous', 'intrusion', 'cuts', 'across', 'a', 'formation', 'of', 'sedimentary', 'rock', ',', 'it', 'can', 'be', 'determined', 'that', 'the', 'igneous', 'intrusion', 'is', 'younger', 'than', 'the', 'sedimentary', 'rock', '.']","[   11  6302     7    60    33  7278 19991  7313   507    12  1183     9
  5341   317     7    31    63    36  1859    24     6  7278 19991    14
  1390    79     6  5341   317     8]","['in', 'geology', ',', 'when', 'an', 'igneous', 'intrusion', 'cuts', 'across', 'a', 'formation', 'of', 'sedimentary', 'rock', ',', 'it', 'can', 'be', 'shown', 'that', 'the', 'igneous', 'intrusion', 'is', 'younger', 'than', 'the', 'sedimentary', 'rock', '.']","[   11  6302     7    60    33  7278 19991  7313   507    12  1183     9
  5341   317     7    31    63    36  1111    24     6  7278 19991    14
  1390    79     6  5341   317     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'shown', 'DEL', 'STOP']","[   2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2 1111    3    5]","[('in', 'IN'), ('geology', 'NN'), (',', ','), ('when', 'WRB'), ('an', 'DT'), ('igneous', 'JJ'), ('intrusion', 'NN'), ('cuts', 'NNS'), ('across', 'IN'), ('a', 'DT'), ('formation', 'NN'), ('of', 'IN'), ('sedimentary', 'JJ'), ('rock', 'NN'), (',', ','), ('it', 'PRP'), ('can', 'MD'), ('be', 'VB'), ('determined', 'VBN'), ('that', 'IN'), ('the', 'DT'), ('igneous', 'JJ'), ('intrusion', 'NN'), ('is', 'VBZ'), ('younger', 'JJR'), ('than', 'IN'), ('the', 'DT'), ('sedimentary', 'JJ'), ('rock', 'NN'), ('.', '.')]","[40, 19, 9, 32, 16, 13, 19, 29, 40, 16, 19, 40, 13, 19, 9, 38, 42, 31, 8, 40, 16, 13, 19, 15, 46, 40, 16, 13, 19, 24]"
1753,"['a', 'few', 'years', 'later', ',', 'in', '1840', ',', 'general', 'zorawar', 'singh', 'invaded', 'baltistan', ',', 'captured', 'the', 'raja', 'of', 'skardu', ',', 'who', 'had', 'sided', 'with', 'the', 'ladakhis', ',', 'and', 'annexed', 'his', 'country', '.']","[   12   344    78    89     7    11  6254     7   249     1  7890  4281
     1     7  1904     6 16911     9     1     7    56    48 15890    22
     6     1     7    10  5851    28   261     8]","['after', 'a', 'few', 'years', ',', 'in', '1840', ',', 'general', 'zorawar', 'singh', 'attacked', 'and', 'encroached', 'baltistan', 'and', 'captured', 'the', 'raja', 'of', 'skardu', ',', 'who', 'had', 'sided', 'with', 'ladakhis', ',', 'and', 'added', 'the', 'region', 'to', 'his', 'country', '.']","[   50    12   344    78     7    11  6254     7   249     1  7890  2171
    10     1     1    10  1904     6 16911     9     1     7    56    48
 15890    22     1     7    10   882     6   315    13    28   261     8]","['after', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'attacked', 'and', 'encroached', 'DEL', 'KEEP', 'and', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'added', 'the', 'region', 'to', 'DEL', 'STOP']","[  50    2    2    2    3    2    2    2    2    2    2    2 2171   10
    1    3    2   10    3    2    2    2    2    2    2    2    2    2
    2    3    2    2    2  882    6  315   13    3    5]","[('a', 'DT'), ('few', 'JJ'), ('years', 'NNS'), ('later', 'RB'), (',', ','), ('in', 'IN'), ('1840', 'CD'), (',', ','), ('general', 'JJ'), ('zorawar', 'NN'), ('singh', 'NN'), ('invaded', 'VBD'), ('baltistan', 'NN'), (',', ','), ('captured', 'VBD'), ('the', 'DT'), ('raja', 'NN'), ('of', 'IN'), ('skardu', 'NN'), (',', ','), ('who', 'WP'), ('had', 'VBD'), ('sided', 'VBN'), ('with', 'IN'), ('the', 'DT'), ('ladakhis', 'NN'), (',', ','), ('and', 'CC'), ('annexed', 'VBD'), ('his', 'PRP$'), ('country', 'NN'), ('.', '.')]","[16, 13, 29, 27, 9, 40, 37, 9, 13, 19, 19, 6, 19, 9, 6, 16, 19, 40, 19, 9, 14, 6, 8, 40, 16, 19, 9, 33, 6, 4, 19, 24]"
1754,"['by', 'that', 'time', 'the', 'asymmetrical', 'nose', 'had', 'been', 'cut', 'off', 'and', 'discarded', ',', 'possibly', 'for', 'additional', 'air', 'flow', 'to', 'the', 'radiator', 'for', 'the', 'car', ""'s"", 'use', 'in', 'and', 'around', 'the', 'carnivals', '.']","[   21    24    71     6 24191  4245    48    59  1667   417    10 13266
     7  1717    20  1240   304  1974    13     6 24627    20     6  1041
    23   112    11    10   169     6     1     8]","['by', 'that', 'time', 'the', 'nose', 'which', 'was', 'irregular', 'in', 'shape', 'had', 'been', 'cut', 'off', 'and', 'thrown', 'away', ',', 'possibly', 'for', 'additional', 'air', 'flow', 'to', 'the', 'radiator', 'for', 'the', 'car', ""'s"", 'use', 'in', 'and', 'around', 'the', 'festivals', '.']","[   21    24    71     6  4245    35    15  5397    11  1480    48    59
  1667   417    10  5003   671     7  1717    20  1240   304  1974    13
     6 24627    20     6  1041    23   112    11    10   169     6  5801
     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'which', 'was', 'irregular', 'in', 'shape', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'thrown', 'away', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'festivals', 'DEL', 'STOP']","[   2    2    2    2    3    2   35   15 5397   11 1480    2    2    2
    2    2 5003  671    3    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2 5801    3    5]","[('by', 'IN'), ('that', 'DT'), ('time', 'NN'), ('the', 'DT'), ('asymmetrical', 'JJ'), ('nose', 'NN'), ('had', 'VBD'), ('been', 'VBN'), ('cut', 'VBN'), ('off', 'RP'), ('and', 'CC'), ('discarded', 'VBD'), (',', ','), ('possibly', 'RB'), ('for', 'IN'), ('additional', 'JJ'), ('air', 'NN'), ('flow', 'NN'), ('to', 'TO'), ('the', 'DT'), ('radiator', 'NN'), ('for', 'IN'), ('the', 'DT'), ('car', 'NN'), (""'s"", 'POS'), ('use', 'NN'), ('in', 'IN'), ('and', 'CC'), ('around', 'IN'), ('the', 'DT'), ('carnivals', 'NNS'), ('.', '.')]","[40, 16, 19, 16, 13, 19, 6, 8, 8, 17, 33, 6, 9, 27, 40, 13, 19, 19, 25, 16, 19, 40, 16, 19, 23, 19, 40, 33, 40, 16, 29, 24]"
1755,"['this', 'is', 'probably', 'one', 'of', 'the', 'sources', 'of', 'sarasvati', '/', 'benzaiten', ""'s"", 'close', 'association', 'with', 'snakes', 'and', 'dragons', 'in', 'japan', '.']","[  41   14 1201   42    9    6 1137    9    1    1    1   23  667  638
   22 3622   10 8034   11  484    8]","['this', 'is', 'one', 'of', 'the', 'sources', 'of', 'sarasvati', '/', 'benzaiten', ""'s"", 'close', 'association', 'with', 'snakes', 'and', 'dragons', 'in', 'japan', '.']","[  41   14   42    9    6 1137    9    1    1    1   23  667  638   22
 3622   10 8034   11  484    8]","['KEEP', 'KEEP', 'DEL', 'STOP']",[2 2 3 5],"[('this', 'DT'), ('is', 'VBZ'), ('probably', 'RB'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('sources', 'NNS'), ('of', 'IN'), ('sarasvati', 'JJ'), ('/', 'NNP'), ('benzaiten', 'NN'), (""'s"", 'POS'), ('close', 'JJ'), ('association', 'NN'), ('with', 'IN'), ('snakes', 'NNS'), ('and', 'CC'), ('dragons', 'NNS'), ('in', 'IN'), ('japan', 'NN'), ('.', '.')]","[16, 15, 27, 37, 40, 16, 29, 40, 13, 30, 19, 23, 13, 19, 40, 29, 33, 29, 40, 19, 24]"
1756,"['tonnerre', 'yaoundé', 'are', 'a', 'football', '-lrb-', 'soccer', '-rrb-', 'club', 'based', 'in', 'yaoundé', ',', 'cameroon', '.']","[    1     1    32    12   419     1  5824     1   420   222    11     1
     7 12647     8]","['tonnerre', 'yaounde', '""', 'is', 'a', 'football', 'club', 'based', 'in', 'yaounde', ""'"", ',', 'cameroon', '.']","[    1     1     1    14    12   419   420   222    11     1    88     7
 12647     8]","['KEEP', 'yaounde', '""', 'is', 'DEL', 'DEL', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'yaounde', ""'"", 'DEL', 'STOP']",[ 2  1  1 14  3  3  2  2  3  3  3  2  2  2  1 88  3  5],"[('tonnerre', 'JJ'), ('yaoundé', 'NN'), ('are', 'VBP'), ('a', 'DT'), ('football', 'NN'), ('-lrb-', 'NN'), ('soccer', 'NN'), ('-rrb-', 'NNP'), ('club', 'NN'), ('based', 'VBN'), ('in', 'IN'), ('yaoundé', 'NN'), (',', ','), ('cameroon', 'NN'), ('.', '.')]","[13, 19, 11, 16, 19, 19, 19, 30, 19, 8, 40, 19, 9, 19, 24]"
1757,"['the', 'hainich', 'has', 'become', 'the', '13th', 'national', 'park', 'of', 'germany', 'in', '1997', '.']",[   6    1   43  279    6 4231  117  345    9  311   11  910    8],"['the', 'hainich', 'has', 'become', 'the', '13th', 'national', 'park', 'of', 'germany', 'in', '1997', '.']",[   6    1   43  279    6 4231  117  345    9  311   11  910    8],[],[],"[('the', 'DT'), ('hainich', 'NN'), ('has', 'VBZ'), ('become', 'VBN'), ('the', 'DT'), ('13th', 'JJ'), ('national', 'JJ'), ('park', 'NN'), ('of', 'IN'), ('germany', 'NN'), ('in', 'IN'), ('1997', 'CD'), ('.', '.')]","[16, 19, 15, 8, 16, 13, 13, 19, 40, 19, 40, 37, 24]"
1758,"['an', 'oratorio', 'is', 'a', 'large', 'musical', 'composition', 'including', 'an', 'orchestra', ',', 'a', 'choir', ',', 'and', 'soloists', '.']","[   33 11145    14    12   150   642  1679   102    33   629     7    12
  3419     7    10 12730     8]","['an', 'oratorio', 'is', 'a', 'large', 'musical', 'arrangements', 'including', 'an', 'orchestra', ',', 'a', 'choir', ',', 'and', 'soloists', '.']","[   33 11145    14    12   150   642  6141   102    33   629     7    12
  3419     7    10 12730     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'arrangements', 'DEL', 'STOP']",[   2    2    2    2    2    2 6141    3    5],"[('an', 'DT'), ('oratorio', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('large', 'JJ'), ('musical', 'JJ'), ('composition', 'NN'), ('including', 'VBG'), ('an', 'DT'), ('orchestra', 'NN'), (',', ','), ('a', 'DT'), ('choir', 'NN'), (',', ','), ('and', 'CC'), ('soloists', 'NNS'), ('.', '.')]","[16, 19, 15, 16, 13, 13, 19, 5, 16, 19, 9, 16, 19, 9, 33, 29, 24]"
1759,"['some', 'commentators', 'notice', 'a', 'connection', 'between', 'the', 'character', 'michael', 'k', 'and', 'the', 'protagonist', 'josef', 'k.', 'in', 'the', 'trial', 'by', 'franz', 'kafka', '.']","[   70 13002  5810    12  2859    81     6   534  1013  4157    10     6
  6066 11342  5330    11     6  2955    21  4476 15169     8]","['some', '-lrb-', 'people', 'who', 'give', 'their', 'opinions', '-rrb-', 'notice', 'a', 'connection', 'between', 'the', 'character', 'michael', 'k', 'and', 'the', 'main', 'character', 'josef', 'k.', 'in', 'the', 'trial', 'by', 'franz', 'kafka', '.']","[   70     1   128    56   866    49 10211     1  5810    12  2859    81
     6   534  1013  4157    10     6   230   534 11342  5330    11     6
  2955    21  4476 15169     8]","['KEEP', '-lrb-', 'people', 'who', 'give', 'their', 'opinions', '-rrb-', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'main', 'character', 'DEL', 'STOP']","[    2     1   128    56   866    49 10211     1     3     2     2     2
     2     2     2     2     2     2     2   230   534     3     5]","[('some', 'DT'), ('commentators', 'NNS'), ('notice', 'VBP'), ('a', 'DT'), ('connection', 'NN'), ('between', 'IN'), ('the', 'DT'), ('character', 'NN'), ('michael', 'NN'), ('k', 'NN'), ('and', 'CC'), ('the', 'DT'), ('protagonist', 'NN'), ('josef', 'NN'), ('k.', 'NN'), ('in', 'IN'), ('the', 'DT'), ('trial', 'NN'), ('by', 'IN'), ('franz', 'JJ'), ('kafka', 'NN'), ('.', '.')]","[16, 29, 11, 16, 19, 40, 16, 19, 19, 19, 33, 16, 19, 19, 19, 40, 16, 19, 40, 13, 19, 24]"
1760,"['rated', 'an', 'f0', 'tornado', ',', 'it', 'touched', 'down', 'near', 'brunswick', ',', 'georgia', 'were', 'it', 'snapped', 'trees', 'and', 'caused', 'moderate', 'roof', 'damage', 'along', 'its', '2', 'mi', '-lrb-', '3.2', 'km', '-rrb-', 'path', '.']","[ 5886    33     1  4927     7    31  8143   370   288  9390     7  1938
    37    31 29619  1381    10   566  3676  4177   947   243    46   170
   528     1 11865   361     1  2909     8]","['rated', 'an', 'f0', 'tornado', ',', 'it', 'touched', 'down', 'near', 'brunswick', ',', 'georgia', 'where', 'it', 'snapped', 'trees', 'and', 'caused', 'a', 'medium', 'amount', 'of', 'roof', 'damage', 'along', 'its', '2', 'mi', '-lrb-', '3.2', 'km', '-rrb-', 'path', '.']","[ 5886    33     1  4927     7    31  8143   370   288  9390     7  1938
    84    31 29619  1381    10   566    12  2175  1211     9  4177   947
   243    46   170   528     1 11865   361     1  2909     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'where', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'a', 'medium', 'amount', 'of', 'DEL', 'STOP']","[   2    2    2    2    2    2    2    2    2    2    2    2   84    3
    2    2    2    2    2   12 2175 1211    9    3    5]","[('rated', 'VBN'), ('an', 'DT'), ('f0', 'NN'), ('tornado', 'NN'), (',', ','), ('it', 'PRP'), ('touched', 'VBD'), ('down', 'RB'), ('near', 'RB'), ('brunswick', 'JJ'), (',', ','), ('georgia', 'EX'), ('were', 'VBD'), ('it', 'PRP'), ('snapped', 'VBD'), ('trees', 'NNS'), ('and', 'CC'), ('caused', 'VBD'), ('moderate', 'JJ'), ('roof', 'NN'), ('damage', 'NN'), ('along', 'IN'), ('its', 'PRP$'), ('2', 'CD'), ('mi', 'NN'), ('-lrb-', 'VBD'), ('3.2', 'CD'), ('km', 'NN'), ('-rrb-', 'NNP'), ('path', 'NN'), ('.', '.')]","[8, 16, 19, 19, 9, 38, 6, 27, 27, 13, 9, 39, 6, 38, 6, 29, 33, 6, 13, 19, 19, 40, 4, 37, 19, 6, 37, 19, 30, 19, 24]"
1761,"['the', 'term', 'was', 'coined', 'by', 'merging', 'the', 'name', 'for', 'the', 'two', 'orders', ',', 'cetacea', 'and', 'artiodactyla', ',', 'into', 'a', 'single', 'word', '.']","[   6  258   15 4097   21 7862    6  106   20    6   55 2186    7    1
   10    1    7   65   12  193  434    8]","['the', 'term', 'was', 'made', 'by', 'putting', 'the', 'names', 'of', 'the', 'two', 'orders', ',', 'cetacea', 'and', 'artiodactyla', ',', 'together', '.']","[   6  258   15   94   21 5387    6  751    9    6   55 2186    7    1
   10    1    7  437    8]","['KEEP', 'KEEP', 'KEEP', 'made', 'DEL', 'KEEP', 'putting', 'DEL', 'KEEP', 'names', 'of', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'together', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[   2    2    2   94    3    2 5387    3    2  751    9    3    3    2
    2    2    2    2    2    2    2  437    3    3    3    3    5]","[('the', 'DT'), ('term', 'NN'), ('was', 'VBD'), ('coined', 'VBN'), ('by', 'IN'), ('merging', 'VBG'), ('the', 'DT'), ('name', 'NN'), ('for', 'IN'), ('the', 'DT'), ('two', 'CD'), ('orders', 'NNS'), (',', ','), ('cetacea', 'NN'), ('and', 'CC'), ('artiodactyla', 'NN'), (',', ','), ('into', 'IN'), ('a', 'DT'), ('single', 'JJ'), ('word', 'NN'), ('.', '.')]","[16, 19, 6, 8, 40, 5, 16, 19, 40, 16, 37, 29, 9, 19, 33, 19, 9, 40, 16, 13, 19, 24]"
1762,"['in', 'medieval', 'england', ',', 'the', 'territories', 'of', 'lancashire', 'and', 'cornwall', 'were', 'made', 'duchies', ',', 'with', 'certain', 'powers', 'accruing', 'to', 'their', 'dukes', '.']","[   11  2081   244     7     6  1778     9  9472    10  5394    37    94
 11172     7    22   752  1385     1    13    49 10152     8]","['lancashire', 'and', 'cornwall', 'in', 'medieval', 'england', 'were', 'made', 'duchies', 'led', 'by', 'their', 'dukes']","[ 9472    10  5394    11  2081   244    37    94 11172   308    21    49
 10152]","['lancashire', 'and', 'cornwall', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'led', 'by', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP', 'DEL']","[9472   10 5394    2    2    2    3    3    3    3    3    3    3    2
    2    2  308   21    3    3    3    3    3    3    5    3]","[('in', 'IN'), ('medieval', 'JJ'), ('england', 'NN'), (',', ','), ('the', 'DT'), ('territories', 'NNS'), ('of', 'IN'), ('lancashire', 'NN'), ('and', 'CC'), ('cornwall', 'NN'), ('were', 'VBD'), ('made', 'VBN'), ('duchies', 'NNS'), (',', ','), ('with', 'IN'), ('certain', 'JJ'), ('powers', 'NNS'), ('accruing', 'VBG'), ('to', 'TO'), ('their', 'PRP$'), ('dukes', 'NNS'), ('.', '.')]","[40, 13, 19, 9, 16, 29, 40, 19, 33, 19, 6, 8, 29, 9, 40, 13, 29, 5, 25, 4, 29, 24]"
1763,"['it', 'was', 'not', 'detected', 'again', 'until', 'the', 'hubble', 'space', 'telescope', 'observed', 'it', 'in', '1997', '.']","[  31   15   47 5504  433  133    6 5925  542 3677 1526   31   11  910
    8]","['it', 'was', 'not', 'discovered', 'again', 'until', 'the', 'hubble', 'space', 'telescope', 'saw', 'it', 'in', '1997', '.']","[  31   15   47  696  433  133    6 5925  542 3677  832   31   11  910
    8]","['KEEP', 'KEEP', 'KEEP', 'discovered', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'saw', 'DEL', 'STOP']",[  2   2   2 696   3   2   2   2   2   2   2 832   3   5],"[('it', 'PRP'), ('was', 'VBD'), ('not', 'RB'), ('detected', 'VBN'), ('again', 'RB'), ('until', 'IN'), ('the', 'DT'), ('hubble', 'JJ'), ('space', 'NN'), ('telescope', 'NN'), ('observed', 'VBD'), ('it', 'PRP'), ('in', 'IN'), ('1997', 'CD'), ('.', '.')]","[38, 6, 27, 8, 27, 40, 16, 13, 19, 19, 6, 38, 40, 37, 24]"
